Date,Time,timestamp,Hour,Usage(kWh),MaxDemand(kW)
2024-03-25,0:00,2024-03-25 0:00,0,69.84,279.36
2024-03-25,0:15,2024-03-25 0:15,0.25,69.96,279.84
2024-03-25,0:30,2024-03-25 0:30,0.5,70.56,282.24
2024-03-25,0:45,2024-03-25 0:45,0.75,69.96,279.84
2024-03-25,1:00,2024-03-25 1:00,1,72,288
2024-03-25,1:15,2024-03-25 1:15,1.25,70.68,282.72
2024-03-25,1:30,2024-03-25 1:30,1.5,70.44,281.76
2024-03-25,1:45,2024-03-25 1:45,1.75,69.84,279.36
2024-03-25,2:00,2024-03-25 2:00,2,70.08,280.32
2024-03-25,2:15,2024-03-25 2:15,2.25,69.36,277.44
2024-03-25,2:30,2024-03-25 2:30,2.5,69.12,276.48
2024-03-25,2:45,2024-03-25 2:45,2.75,70.92,283.68
2024-03-25,3:00,2024-03-25 3:00,3,69.48,277.92
2024-03-25,3:15,2024-03-25 3:15,3.25,71.64,286.56
2024-03-25,3:30,2024-03-25 3:30,3.5,72.84,291.36
2024-03-25,3:45,2024-03-25 3:45,3.75,79.8,319.2
2024-03-25,4:00,2024-03-25 4:00,4,74.16,296.64
2024-03-25,4:15,2024-03-25 4:15,4.25,74.4,297.6
2024-03-25,4:30,2024-03-25 4:30,4.5,87,348
2024-03-25,4:45,2024-03-25 4:45,4.75,92.4,369.6
2024-03-25,5:00,2024-03-25 5:00,5,90,360
2024-03-25,5:15,2024-03-25 5:15,5.25,94.68,378.72
2024-03-25,5:30,2024-03-25 5:30,5.5,94.8,379.2
2024-03-25,5:45,2024-03-25 5:45,5.75,101.88,407.52
2024-03-25,6:00,2024-03-25 6:00,6,99.24,396.96
2024-03-25,6:15,2024-03-25 6:15,6.25,102.12,408.48
2024-03-25,6:30,2024-03-25 6:30,6.5,105.12,420.48
2024-03-25,6:45,2024-03-25 6:45,6.75,119.88,479.52
2024-03-25,7:00,2024-03-25 7:00,7,120,480
2024-03-25,7:15,2024-03-25 7:15,7.25,119.04,476.16
2024-03-25,7:30,2024-03-25 7:30,7.5,130.8,523.2
2024-03-25,7:45,2024-03-25 7:45,7.75,138.6,554.4
2024-03-25,8:00,2024-03-25 8:00,8,147.24,588.96
2024-03-25,8:15,2024-03-25 8:15,8.25,156.6,626.4
2024-03-25,8:30,2024-03-25 8:30,8.5,166.2,664.8
2024-03-25,8:45,2024-03-25 8:45,8.75,160.2,640.8
2024-03-25,9:00,2024-03-25 9:00,9,152.76,611.04
2024-03-25,9:15,2024-03-25 9:15,9.25,161.28,645.12
2024-03-25,9:30,2024-03-25 9:30,9.5,158.88,635.52
2024-03-25,9:45,2024-03-25 9:45,9.75,152.88,611.52
2024-03-25,10:00,2024-03-25 10:00,10,152.04,608.16
2024-03-25,10:15,2024-03-25 10:15,10.25,159.12,636.48
2024-03-25,10:30,2024-03-25 10:30,10.5,157.56,630.24
2024-03-25,10:45,2024-03-25 10:45,10.75,155.04,620.16
2024-03-25,11:00,2024-03-25 11:00,11,159.72,638.88
2024-03-25,11:15,2024-03-25 11:15,11.25,152.04,608.16
2024-03-25,11:30,2024-03-25 11:30,11.5,159.72,638.88
2024-03-25,11:45,2024-03-25 11:45,11.75,148.68,594.72
2024-03-25,12:00,2024-03-25 12:00,12,146.76,587.04
2024-03-25,12:15,2024-03-25 12:15,12.25,143.52,574.08
2024-03-25,12:30,2024-03-25 12:30,12.5,139.8,559.2
2024-03-25,12:45,2024-03-25 12:45,12.75,143.76,575.04
2024-03-25,13:00,2024-03-25 13:00,13,149.52,598.08
2024-03-25,13:15,2024-03-25 13:15,13.25,146.88,587.52
2024-03-25,13:30,2024-03-25 13:30,13.5,157.32,629.28
2024-03-25,13:45,2024-03-25 13:45,13.75,148.92,595.68
2024-03-25,14:00,2024-03-25 14:00,14,150.72,602.88
2024-03-25,14:15,2024-03-25 14:15,14.25,146.76,587.04
2024-03-25,14:30,2024-03-25 14:30,14.5,141.6,566.4
2024-03-25,14:45,2024-03-25 14:45,14.75,144.48,577.92
2024-03-25,15:00,2024-03-25 15:00,15,140.52,562.08
2024-03-25,15:15,2024-03-25 15:15,15.25,141.24,564.96
2024-03-25,15:30,2024-03-25 15:30,15.5,142.2,568.8
2024-03-25,15:45,2024-03-25 15:45,15.75,142.08,568.32
2024-03-25,16:00,2024-03-25 16:00,16,143.76,575.04
2024-03-25,16:15,2024-03-25 16:15,16.25,141.96,567.84
2024-03-25,16:30,2024-03-25 16:30,16.5,132.36,529.44
2024-03-25,16:45,2024-03-25 16:45,16.75,142.32,569.28
2024-03-25,17:00,2024-03-25 17:00,17,129.6,518.4
2024-03-25,17:15,2024-03-25 17:15,17.25,129.84,519.36
2024-03-25,17:30,2024-03-25 17:30,17.5,99.12,396.48
2024-03-25,17:45,2024-03-25 17:45,17.75,86.28,345.12
2024-03-25,18:00,2024-03-25 18:00,18,93.6,374.4
2024-03-25,18:15,2024-03-25 18:15,18.25,97.68,390.72
2024-03-25,18:30,2024-03-25 18:30,18.5,97.44,389.76
2024-03-25,18:45,2024-03-25 18:45,18.75,97.68,390.72
2024-03-25,19:00,2024-03-25 19:00,19,90.24,360.96
2024-03-25,19:15,2024-03-25 19:15,19.25,88.32,353.28
2024-03-25,19:30,2024-03-25 19:30,19.5,89.28,357.12
2024-03-25,19:45,2024-03-25 19:45,19.75,87.36,349.44
2024-03-25,20:00,2024-03-25 20:00,20,85.68,342.72
2024-03-25,20:15,2024-03-25 20:15,20.25,85.44,341.76
2024-03-25,20:30,2024-03-25 20:30,20.5,85.08,340.32
2024-03-25,20:45,2024-03-25 20:45,20.75,85.44,341.76
2024-03-25,21:00,2024-03-25 21:00,21,82.44,329.76
2024-03-25,21:15,2024-03-25 21:15,21.25,81.36,325.44
2024-03-25,21:30,2024-03-25 21:30,21.5,79.8,319.2
2024-03-25,21:45,2024-03-25 21:45,21.75,82.44,329.76
2024-03-25,22:00,2024-03-25 22:00,22,77.28,309.12
2024-03-25,22:15,2024-03-25 22:15,22.25,76.32,305.28
2024-03-25,22:30,2024-03-25 22:30,22.5,75.36,301.44
2024-03-25,22:45,2024-03-25 22:45,22.75,74.28,297.12
2024-03-25,23:00,2024-03-25 23:00,23,73.44,293.76
2024-03-25,23:15,2024-03-25 23:15,23.25,72.6,290.4
2024-03-25,23:30,2024-03-25 23:30,23.5,72.6,290.4
2024-03-25,23:45,2024-03-25 23:45,23.75,73.8,295.2
2024-03-26,0:00,2024-03-26 0:00,0,73.8,295.2
2024-03-26,0:15,2024-03-26 0:15,0.25,71.88,287.52
2024-03-26,0:30,2024-03-26 0:30,0.5,73.8,295.2
2024-03-26,0:45,2024-03-26 0:45,0.75,74.28,297.12
2024-03-26,1:00,2024-03-26 1:00,1,77.88,311.52
2024-03-26,1:15,2024-03-26 1:15,1.25,73.44,293.76
2024-03-26,1:30,2024-03-26 1:30,1.5,74.52,298.08
2024-03-26,1:45,2024-03-26 1:45,1.75,74.88,299.52
2024-03-26,2:00,2024-03-26 2:00,2,74.16,296.64
2024-03-26,2:15,2024-03-26 2:15,2.25,74.52,298.08
2024-03-26,2:30,2024-03-26 2:30,2.5,75.84,303.36
2024-03-26,2:45,2024-03-26 2:45,2.75,75.12,300.48
2024-03-26,3:00,2024-03-26 3:00,3,79.56,318.24
2024-03-26,3:15,2024-03-26 3:15,3.25,79.68,318.72
2024-03-26,3:30,2024-03-26 3:30,3.5,84.24,336.96
2024-03-26,3:45,2024-03-26 3:45,3.75,80.64,322.56
2024-03-26,4:00,2024-03-26 4:00,4,82.8,331.2
2024-03-26,4:15,2024-03-26 4:15,4.25,82.2,328.8
2024-03-26,4:30,2024-03-26 4:30,4.5,84.72,338.88
2024-03-26,4:45,2024-03-26 4:45,4.75,87.6,350.4
2024-03-26,5:00,2024-03-26 5:00,5,88.68,354.72
2024-03-26,5:15,2024-03-26 5:15,5.25,92.04,368.16
2024-03-26,5:30,2024-03-26 5:30,5.5,102.24,408.96
2024-03-26,5:45,2024-03-26 5:45,5.75,110.4,441.6
2024-03-26,6:00,2024-03-26 6:00,6,110.28,441.12
2024-03-26,6:15,2024-03-26 6:15,6.25,109.92,439.68
2024-03-26,6:30,2024-03-26 6:30,6.5,126.72,506.88
2024-03-26,6:45,2024-03-26 6:45,6.75,129.72,518.88
2024-03-26,7:00,2024-03-26 7:00,7,133.44,533.76
2024-03-26,7:15,2024-03-26 7:15,7.25,134.16,536.64
2024-03-26,7:30,2024-03-26 7:30,7.5,146.64,586.56
2024-03-26,7:45,2024-03-26 7:45,7.75,149.76,599.04
2024-03-26,8:00,2024-03-26 8:00,8,150.84,603.36
2024-03-26,8:15,2024-03-26 8:15,8.25,167.52,670.08
2024-03-26,8:30,2024-03-26 8:30,8.5,166.68,666.72
2024-03-26,8:45,2024-03-26 8:45,8.75,167.76,671.04
2024-03-26,9:00,2024-03-26 9:00,9,164.76,659.04
2024-03-26,9:15,2024-03-26 9:15,9.25,165.84,663.36
2024-03-26,9:30,2024-03-26 9:30,9.5,171.6,686.4
2024-03-26,9:45,2024-03-26 9:45,9.75,166.08,664.32
2024-03-26,10:00,2024-03-26 10:00,10,167.64,670.56
2024-03-26,10:15,2024-03-26 10:15,10.25,170.16,680.64
2024-03-26,10:30,2024-03-26 10:30,10.5,171.48,685.92
2024-03-26,10:45,2024-03-26 10:45,10.75,163.56,654.24
2024-03-26,11:00,2024-03-26 11:00,11,162.12,648.48
2024-03-26,11:15,2024-03-26 11:15,11.25,156.84,627.36
2024-03-26,11:30,2024-03-26 11:30,11.5,153.84,615.36
2024-03-26,11:45,2024-03-26 11:45,11.75,155.76,623.04
2024-03-26,12:00,2024-03-26 12:00,12,161.04,644.16
2024-03-26,12:15,2024-03-26 12:15,12.25,149.76,599.04
2024-03-26,12:30,2024-03-26 12:30,12.5,151.8,607.2
2024-03-26,12:45,2024-03-26 12:45,12.75,137.64,550.56
2024-03-26,13:00,2024-03-26 13:00,13,144.6,578.4
2024-03-26,13:15,2024-03-26 13:15,13.25,140.52,562.08
2024-03-26,13:30,2024-03-26 13:30,13.5,133.32,533.28
2024-03-26,13:45,2024-03-26 13:45,13.75,141.24,564.96
2024-03-26,14:00,2024-03-26 14:00,14,139.44,557.76
2024-03-26,14:15,2024-03-26 14:15,14.25,130.68,522.72
2024-03-26,14:30,2024-03-26 14:30,14.5,140.88,563.52
2024-03-26,14:45,2024-03-26 14:45,14.75,144.72,578.88
2024-03-26,15:00,2024-03-26 15:00,15,134.64,538.56
2024-03-26,15:15,2024-03-26 15:15,15.25,131.04,524.16
2024-03-26,15:30,2024-03-26 15:30,15.5,133.2,532.8
2024-03-26,15:45,2024-03-26 15:45,15.75,134.16,536.64
2024-03-26,16:00,2024-03-26 16:00,16,130.08,520.32
2024-03-26,16:15,2024-03-26 16:15,16.25,126.24,504.96
2024-03-26,16:30,2024-03-26 16:30,16.5,132.6,530.4
2024-03-26,16:45,2024-03-26 16:45,16.75,125.76,503.04
2024-03-26,17:00,2024-03-26 17:00,17,123.36,493.44
2024-03-26,17:15,2024-03-26 17:15,17.25,112.92,451.68
2024-03-26,17:30,2024-03-26 17:30,17.5,100.32,401.28
2024-03-26,17:45,2024-03-26 17:45,17.75,91.68,366.72
2024-03-26,18:00,2024-03-26 18:00,18,89.28,357.12
2024-03-26,18:15,2024-03-26 18:15,18.25,92.52,370.08
2024-03-26,18:30,2024-03-26 18:30,18.5,91.92,367.68
2024-03-26,18:45,2024-03-26 18:45,18.75,94.8,379.2
2024-03-26,19:00,2024-03-26 19:00,19,91.92,367.68
2024-03-26,19:15,2024-03-26 19:15,19.25,86.76,347.04
2024-03-26,19:30,2024-03-26 19:30,19.5,82.92,331.68
2024-03-26,19:45,2024-03-26 19:45,19.75,84.24,336.96
2024-03-26,20:00,2024-03-26 20:00,20,81.96,327.84
2024-03-26,20:15,2024-03-26 20:15,20.25,80.28,321.12
2024-03-26,20:30,2024-03-26 20:30,20.5,79.68,318.72
2024-03-26,20:45,2024-03-26 20:45,20.75,80.76,323.04
2024-03-26,21:00,2024-03-26 21:00,21,81.6,326.4
2024-03-26,21:15,2024-03-26 21:15,21.25,82.92,331.68
2024-03-26,21:30,2024-03-26 21:30,21.5,78.72,314.88
2024-03-26,21:45,2024-03-26 21:45,21.75,77.16,308.64
2024-03-26,22:00,2024-03-26 22:00,22,78.6,314.4
2024-03-26,22:15,2024-03-26 22:15,22.25,75.96,303.84
2024-03-26,22:30,2024-03-26 22:30,22.5,76.32,305.28
2024-03-26,22:45,2024-03-26 22:45,22.75,73.92,295.68
2024-03-26,23:00,2024-03-26 23:00,23,75.12,300.48
2024-03-26,23:15,2024-03-26 23:15,23.25,74.52,298.08
2024-03-26,23:30,2024-03-26 23:30,23.5,73.92,295.68
2024-03-26,23:45,2024-03-26 23:45,23.75,73.2,292.8
2024-03-27,0:00,2024-03-27 0:00,0,73.92,295.68
2024-03-27,0:15,2024-03-27 0:15,0.25,75.24,300.96
2024-03-27,0:30,2024-03-27 0:30,0.5,72.84,291.36
2024-03-27,0:45,2024-03-27 0:45,0.75,71.52,286.08
2024-03-27,1:00,2024-03-27 1:00,1,71.88,287.52
2024-03-27,1:15,2024-03-27 1:15,1.25,75.48,301.92
2024-03-27,1:30,2024-03-27 1:30,1.5,74.4,297.6
2024-03-27,1:45,2024-03-27 1:45,1.75,73.2,292.8
2024-03-27,2:00,2024-03-27 2:00,2,72.36,289.44
2024-03-27,2:15,2024-03-27 2:15,2.25,74.16,296.64
2024-03-27,2:30,2024-03-27 2:30,2.5,73.8,295.2
2024-03-27,2:45,2024-03-27 2:45,2.75,71.88,287.52
2024-03-27,3:00,2024-03-27 3:00,3,75,300
2024-03-27,3:15,2024-03-27 3:15,3.25,76.08,304.32
2024-03-27,3:30,2024-03-27 3:30,3.5,79.2,316.8
2024-03-27,3:45,2024-03-27 3:45,3.75,83.88,335.52
2024-03-27,4:00,2024-03-27 4:00,4,78,312
2024-03-27,4:15,2024-03-27 4:15,4.25,81.6,326.4
2024-03-27,4:30,2024-03-27 4:30,4.5,86.28,345.12
2024-03-27,4:45,2024-03-27 4:45,4.75,99.84,399.36
2024-03-27,5:00,2024-03-27 5:00,5,95.76,383.04
2024-03-27,5:15,2024-03-27 5:15,5.25,95.64,382.56
2024-03-27,5:30,2024-03-27 5:30,5.5,100.92,403.68
2024-03-27,5:45,2024-03-27 5:45,5.75,107.76,431.04
2024-03-27,6:00,2024-03-27 6:00,6,106.56,426.24
2024-03-27,6:15,2024-03-27 6:15,6.25,113.28,453.12
2024-03-27,6:30,2024-03-27 6:30,6.5,119.4,477.6
2024-03-27,6:45,2024-03-27 6:45,6.75,125.4,501.6
2024-03-27,7:00,2024-03-27 7:00,7,131.16,524.64
2024-03-27,7:15,2024-03-27 7:15,7.25,126,504
2024-03-27,7:30,2024-03-27 7:30,7.5,136.2,544.8
2024-03-27,7:45,2024-03-27 7:45,7.75,150.24,600.96
2024-03-27,8:00,2024-03-27 8:00,8,148.68,594.72
2024-03-27,8:15,2024-03-27 8:15,8.25,158.64,634.56
2024-03-27,8:30,2024-03-27 8:30,8.5,159.6,638.4
2024-03-27,8:45,2024-03-27 8:45,8.75,158.64,634.56
2024-03-27,9:00,2024-03-27 9:00,9,159.72,638.88
2024-03-27,9:15,2024-03-27 9:15,9.25,161.88,647.52
2024-03-27,9:30,2024-03-27 9:30,9.5,156.84,627.36
2024-03-27,9:45,2024-03-27 9:45,9.75,170.28,681.12
2024-03-27,10:00,2024-03-27 10:00,10,175.44,701.76
2024-03-27,10:15,2024-03-27 10:15,10.25,161.04,644.16
2024-03-27,10:30,2024-03-27 10:30,10.5,160.2,640.8
2024-03-27,10:45,2024-03-27 10:45,10.75,165.36,661.44
2024-03-27,11:00,2024-03-27 11:00,11,160.8,643.2
2024-03-27,11:15,2024-03-27 11:15,11.25,162.48,649.92
2024-03-27,11:30,2024-03-27 11:30,11.5,152.28,609.12
2024-03-27,11:45,2024-03-27 11:45,11.75,156.96,627.84
2024-03-27,12:00,2024-03-27 12:00,12,147.96,591.84
2024-03-27,12:15,2024-03-27 12:15,12.25,145.32,581.28
2024-03-27,12:30,2024-03-27 12:30,12.5,148.8,595.2
2024-03-27,12:45,2024-03-27 12:45,12.75,141.72,566.88
2024-03-27,13:00,2024-03-27 13:00,13,136.68,546.72
2024-03-27,13:15,2024-03-27 13:15,13.25,133.44,533.76
2024-03-27,13:30,2024-03-27 13:30,13.5,139.08,556.32
2024-03-27,13:45,2024-03-27 13:45,13.75,138.72,554.88
2024-03-27,14:00,2024-03-27 14:00,14,133.92,535.68
2024-03-27,14:15,2024-03-27 14:15,14.25,126.84,507.36
2024-03-27,14:30,2024-03-27 14:30,14.5,137.76,551.04
2024-03-27,14:45,2024-03-27 14:45,14.75,132.84,531.36
2024-03-27,15:00,2024-03-27 15:00,15,135.48,541.92
2024-03-27,15:15,2024-03-27 15:15,15.25,144.96,579.84
2024-03-27,15:30,2024-03-27 15:30,15.5,140.16,560.64
2024-03-27,15:45,2024-03-27 15:45,15.75,136.8,547.2
2024-03-27,16:00,2024-03-27 16:00,16,131.88,527.52
2024-03-27,16:15,2024-03-27 16:15,16.25,136.92,547.68
2024-03-27,16:30,2024-03-27 16:30,16.5,128.88,515.52
2024-03-27,16:45,2024-03-27 16:45,16.75,125.88,503.52
2024-03-27,17:00,2024-03-27 17:00,17,128.28,513.12
2024-03-27,17:15,2024-03-27 17:15,17.25,119.4,477.6
2024-03-27,17:30,2024-03-27 17:30,17.5,105.36,421.44
2024-03-27,17:45,2024-03-27 17:45,17.75,96.96,387.84
2024-03-27,18:00,2024-03-27 18:00,18,99.36,397.44
2024-03-27,18:15,2024-03-27 18:15,18.25,106.32,425.28
2024-03-27,18:30,2024-03-27 18:30,18.5,105,420
2024-03-27,18:45,2024-03-27 18:45,18.75,106.68,426.72
2024-03-27,19:00,2024-03-27 19:00,19,100.56,402.24
2024-03-27,19:15,2024-03-27 19:15,19.25,93,372
2024-03-27,19:30,2024-03-27 19:30,19.5,91.68,366.72
2024-03-27,19:45,2024-03-27 19:45,19.75,90.84,363.36
2024-03-27,20:00,2024-03-27 20:00,20,87.48,349.92
2024-03-27,20:15,2024-03-27 20:15,20.25,84.36,337.44
2024-03-27,20:30,2024-03-27 20:30,20.5,82.8,331.2
2024-03-27,20:45,2024-03-27 20:45,20.75,84.6,338.4
2024-03-27,21:00,2024-03-27 21:00,21,83.64,334.56
2024-03-27,21:15,2024-03-27 21:15,21.25,81.84,327.36
2024-03-27,21:30,2024-03-27 21:30,21.5,79.92,319.68
2024-03-27,21:45,2024-03-27 21:45,21.75,78.36,313.44
2024-03-27,22:00,2024-03-27 22:00,22,79.32,317.28
2024-03-27,22:15,2024-03-27 22:15,22.25,74.64,298.56
2024-03-27,22:30,2024-03-27 22:30,22.5,76.08,304.32
2024-03-27,22:45,2024-03-27 22:45,22.75,75.96,303.84
2024-03-27,23:00,2024-03-27 23:00,23,75.84,303.36
2024-03-27,23:15,2024-03-27 23:15,23.25,74.88,299.52
2024-03-27,23:30,2024-03-27 23:30,23.5,74.04,296.16
2024-03-27,23:45,2024-03-27 23:45,23.75,72.72,290.88
2024-03-28,0:00,2024-03-28 0:00,0,73.92,295.68
2024-03-28,0:15,2024-03-28 0:15,0.25,77.04,308.16
2024-03-28,0:30,2024-03-28 0:30,0.5,74.4,297.6
2024-03-28,0:45,2024-03-28 0:45,0.75,74.04,296.16
2024-03-28,1:00,2024-03-28 1:00,1,73.32,293.28
2024-03-28,1:15,2024-03-28 1:15,1.25,75.6,302.4
2024-03-28,1:30,2024-03-28 1:30,1.5,72.96,291.84
2024-03-28,1:45,2024-03-28 1:45,1.75,74.4,297.6
2024-03-28,2:00,2024-03-28 2:00,2,75.6,302.4
2024-03-28,2:15,2024-03-28 2:15,2.25,75,300
2024-03-28,2:30,2024-03-28 2:30,2.5,74.04,296.16
2024-03-28,2:45,2024-03-28 2:45,2.75,74.64,298.56
2024-03-28,3:00,2024-03-28 3:00,3,74.04,296.16
2024-03-28,3:15,2024-03-28 3:15,3.25,77.04,308.16
2024-03-28,3:30,2024-03-28 3:30,3.5,74.88,299.52
2024-03-28,3:45,2024-03-28 3:45,3.75,78,312
2024-03-28,4:00,2024-03-28 4:00,4,82.56,330.24
2024-03-28,4:15,2024-03-28 4:15,4.25,83.88,335.52
2024-03-28,4:30,2024-03-28 4:30,4.5,92.64,370.56
2024-03-28,4:45,2024-03-28 4:45,4.75,93.6,374.4
2024-03-28,5:00,2024-03-28 5:00,5,95.4,381.6
2024-03-28,5:15,2024-03-28 5:15,5.25,96.36,385.44
2024-03-28,5:30,2024-03-28 5:30,5.5,100.56,402.24
2024-03-28,5:45,2024-03-28 5:45,5.75,106.32,425.28
2024-03-28,6:00,2024-03-28 6:00,6,109.08,436.32
2024-03-28,6:15,2024-03-28 6:15,6.25,106.92,427.68
2024-03-28,6:30,2024-03-28 6:30,6.5,112.32,449.28
2024-03-28,6:45,2024-03-28 6:45,6.75,126,504
2024-03-28,7:00,2024-03-28 7:00,7,123.36,493.44
2024-03-28,7:15,2024-03-28 7:15,7.25,124.44,497.76
2024-03-28,7:30,2024-03-28 7:30,7.5,127.2,508.8
2024-03-28,7:45,2024-03-28 7:45,7.75,141.84,567.36
2024-03-28,8:00,2024-03-28 8:00,8,154.44,617.76
2024-03-28,8:15,2024-03-28 8:15,8.25,159.12,636.48
2024-03-28,8:30,2024-03-28 8:30,8.5,162.24,648.96
2024-03-28,8:45,2024-03-28 8:45,8.75,159.6,638.4
2024-03-28,9:00,2024-03-28 9:00,9,159,636
2024-03-28,9:15,2024-03-28 9:15,9.25,157.08,628.32
2024-03-28,9:30,2024-03-28 9:30,9.5,155.4,621.6
2024-03-28,9:45,2024-03-28 9:45,9.75,157.68,630.72
2024-03-28,10:00,2024-03-28 10:00,10,153.6,614.4
2024-03-28,10:15,2024-03-28 10:15,10.25,156.6,626.4
2024-03-28,10:30,2024-03-28 10:30,10.5,154.08,616.32
2024-03-28,10:45,2024-03-28 10:45,10.75,160.8,643.2
2024-03-28,11:00,2024-03-28 11:00,11,157.56,630.24
2024-03-28,11:15,2024-03-28 11:15,11.25,153.12,612.48
2024-03-28,11:30,2024-03-28 11:30,11.5,156.72,626.88
2024-03-28,11:45,2024-03-28 11:45,11.75,150.48,601.92
2024-03-28,12:00,2024-03-28 12:00,12,158.28,633.12
2024-03-28,12:15,2024-03-28 12:15,12.25,151.68,606.72
2024-03-28,12:30,2024-03-28 12:30,12.5,151.8,607.2
2024-03-28,12:45,2024-03-28 12:45,12.75,147.84,591.36
2024-03-28,13:00,2024-03-28 13:00,13,152.88,611.52
2024-03-28,13:15,2024-03-28 13:15,13.25,147,588
2024-03-28,13:30,2024-03-28 13:30,13.5,152.28,609.12
2024-03-28,13:45,2024-03-28 13:45,13.75,142.32,569.28
2024-03-28,14:00,2024-03-28 14:00,14,147.96,591.84
2024-03-28,14:15,2024-03-28 14:15,14.25,147.72,590.88
2024-03-28,14:30,2024-03-28 14:30,14.5,147,588
2024-03-28,14:45,2024-03-28 14:45,14.75,147.12,588.48
2024-03-28,15:00,2024-03-28 15:00,15,155.04,620.16
2024-03-28,15:15,2024-03-28 15:15,15.25,168,672
2024-03-28,15:30,2024-03-28 15:30,15.5,160.08,640.32
2024-03-28,15:45,2024-03-28 15:45,15.75,148.92,595.68
2024-03-28,16:00,2024-03-28 16:00,16,142.2,568.8
2024-03-28,16:15,2024-03-28 16:15,16.25,138.72,554.88
2024-03-28,16:30,2024-03-28 16:30,16.5,137.64,550.56
2024-03-28,16:45,2024-03-28 16:45,16.75,134.88,539.52
2024-03-28,17:00,2024-03-28 17:00,17,132.6,530.4
2024-03-28,17:15,2024-03-28 17:15,17.25,130.56,522.24
2024-03-28,17:30,2024-03-28 17:30,17.5,121.8,487.2
2024-03-28,17:45,2024-03-28 17:45,17.75,98.4,393.6
2024-03-28,18:00,2024-03-28 18:00,18,96.84,387.36
2024-03-28,18:15,2024-03-28 18:15,18.25,99.6,398.4
2024-03-28,18:30,2024-03-28 18:30,18.5,99.84,399.36
2024-03-28,18:45,2024-03-28 18:45,18.75,100.92,403.68
2024-03-28,19:00,2024-03-28 19:00,19,92.16,368.64
2024-03-28,19:15,2024-03-28 19:15,19.25,92.88,371.52
2024-03-28,19:30,2024-03-28 19:30,19.5,93.48,373.92
2024-03-28,19:45,2024-03-28 19:45,19.75,90.12,360.48
2024-03-28,20:00,2024-03-28 20:00,20,88.08,352.32
2024-03-28,20:15,2024-03-28 20:15,20.25,88.32,353.28
2024-03-28,20:30,2024-03-28 20:30,20.5,87,348
2024-03-28,20:45,2024-03-28 20:45,20.75,87.72,350.88
2024-03-28,21:00,2024-03-28 21:00,21,84.84,339.36
2024-03-28,21:15,2024-03-28 21:15,21.25,86.28,345.12
2024-03-28,21:30,2024-03-28 21:30,21.5,85.44,341.76
2024-03-28,21:45,2024-03-28 21:45,21.75,86.64,346.56
2024-03-28,22:00,2024-03-28 22:00,22,84.6,338.4
2024-03-28,22:15,2024-03-28 22:15,22.25,82.56,330.24
2024-03-28,22:30,2024-03-28 22:30,22.5,85.92,343.68
2024-03-28,22:45,2024-03-28 22:45,22.75,87.24,348.96
2024-03-28,23:00,2024-03-28 23:00,23,82.68,330.72
2024-03-28,23:15,2024-03-28 23:15,23.25,81,324
2024-03-28,23:30,2024-03-28 23:30,23.5,81.48,325.92
2024-03-28,23:45,2024-03-28 23:45,23.75,81.12,324.48
2024-03-29,0:00,2024-03-29 0:00,0,84.48,337.92
2024-03-29,0:15,2024-03-29 0:15,0.25,82.56,330.24
2024-03-29,0:30,2024-03-29 0:30,0.5,82.68,330.72
2024-03-29,0:45,2024-03-29 0:45,0.75,82.68,330.72
2024-03-29,1:00,2024-03-29 1:00,1,83.16,332.64
2024-03-29,1:15,2024-03-29 1:15,1.25,83.76,335.04
2024-03-29,1:30,2024-03-29 1:30,1.5,82.68,330.72
2024-03-29,1:45,2024-03-29 1:45,1.75,82.2,328.8
2024-03-29,2:00,2024-03-29 2:00,2,83.88,335.52
2024-03-29,2:15,2024-03-29 2:15,2.25,83.52,334.08
2024-03-29,2:30,2024-03-29 2:30,2.5,82.92,331.68
2024-03-29,2:45,2024-03-29 2:45,2.75,83.16,332.64
2024-03-29,3:00,2024-03-29 3:00,3,83.4,333.6
2024-03-29,3:15,2024-03-29 3:15,3.25,86.04,344.16
2024-03-29,3:30,2024-03-29 3:30,3.5,88.8,355.2
2024-03-29,3:45,2024-03-29 3:45,3.75,86.88,347.52
2024-03-29,4:00,2024-03-29 4:00,4,92.4,369.6
2024-03-29,4:15,2024-03-29 4:15,4.25,96.84,387.36
2024-03-29,4:30,2024-03-29 4:30,4.5,98.28,393.12
2024-03-29,4:45,2024-03-29 4:45,4.75,96.12,384.48
2024-03-29,5:00,2024-03-29 5:00,5,103.2,412.8
2024-03-29,5:15,2024-03-29 5:15,5.25,106.68,426.72
2024-03-29,5:30,2024-03-29 5:30,5.5,110.16,440.64
2024-03-29,5:45,2024-03-29 5:45,5.75,118.8,475.2
2024-03-29,6:00,2024-03-29 6:00,6,130.44,521.76
2024-03-29,6:15,2024-03-29 6:15,6.25,123.6,494.4
2024-03-29,6:30,2024-03-29 6:30,6.5,127.92,511.68
2024-03-29,6:45,2024-03-29 6:45,6.75,127.92,511.68
2024-03-29,7:00,2024-03-29 7:00,7,132.72,530.88
2024-03-29,7:15,2024-03-29 7:15,7.25,140.28,561.12
2024-03-29,7:30,2024-03-29 7:30,7.5,145.32,581.28
2024-03-29,7:45,2024-03-29 7:45,7.75,152.16,608.64
2024-03-29,8:00,2024-03-29 8:00,8,162.24,648.96
2024-03-29,8:15,2024-03-29 8:15,8.25,177.48,709.92
2024-03-29,8:30,2024-03-29 8:30,8.5,173.52,694.08
